19.77,17.59,0
19.76,17.56,0
19.75,17.47,0
19.8,17.37,0
19.75,17.28,0
19.66,17.22,0
19.6,17.13,0
19.56,17.06,0
19.51,17.02,0
19.43,17.03,0
19.4,16.97,0
19.42,16.88,0
19.43,16.86,0
19.4,16.89,0
19.42,16.89,0
19.49,16.81,0
19.53,16.78,0
19.67,16.75,0
19.83,16.68,0
20.06,16.56,0
20.28,16.51,0
20.46,17.02,0
20.67,17.53,0
20.74,18.01,0
20.78,18.51,0
20.68,19,0
20.58,19.46,0
20.32,19.44,0
20.04,19.43,0
19.71,19.5,0
19.36,19.54,0
19.09,19.11,0
18.85,18.65,0
18.77,18.2,0
18.72,17.75,0
18.77,17.34,0
18.84,16.93,0
19,16.99,0
19.12,17.05,0
19.28,17.09,0
19.46,17.15,0
19.6,17.14,0
19.72,17.16,0
19.75,17.19,0
19.76,17.23,0
19.73,17.24,0
19.7,17.23,0
19.65,17.24,0
19.67,17.24,0
19.66,17.19,0
19.64,17.16,0
19.63,17.19,0
19.58,17.17,0
19.59,17.11,0
19.55,17.07,0
19.53,17.07,0
19.5,17.09,0
19.37,17.08,0
19.18,17.13,0
18.91,17.26,0
18.69,17.34,0
18.47,17.39,0
18.3,17.44,0
18.17,17.54,0
18.12,17.56,0
18.17,17.52,0
18.22,17.51,0
18.31,17.56,0
18.41,17.64,0
18.58,17.65,0
18.7,17.71,0
18.79,17.77,0
18.84,17.85,0
18.88,17.88,0
18.92,17.88,0
18.93,17.91,0
19.03,17.94,0
19.17,17.89,0
19.33,17.78,0
19.45,17.68,0
19.61,17.63,0
19.77,17.59,0
19.87,17.57,0
19.94,17.59,0
19.98,17.68,0
20.05,17.79,0
20.03,17.81,0
20.01,17.84,0
19.98,17.81,0
20.04,17.82,0
20.02,17.74,0
19.99,17.62,0
19.98,17.53,0
19.99,17.42,0
20.01,17.3,0
19.94,17.13,0
19.95,17.04,0
19.94,17.03,0
19.95,17.08,0
19.89,17.11,0
19.86,17.2,0
19.81,17.3,0
19.77,17.35,0
19.78,17.39,0
19.8,17.4,0
19.86,17.44,0
19.91,17.47,0
19.96,17.5,0
20.08,17.51,0
20.15,17.5,0
20.36,17.56,0
20.59,17.64,0
20.81,17.73,0
20.96,17.85,0
21.04,18.04,0
21.08,18.22,0
20.93,18.33,0
20.75,18.41,0
20.5,18.5,0
20.32,18.57,0
20.13,18.56,0
19.97,18.56,0
19.83,18.5,0
19.64,18.39,0
19.53,18.22,0
19.45,18.09,0
19.4,17.95,0
19.42,17.79,0
19.42,17.64,0
19.53,17.53,0
19.55,17.39,0
19.63,17.23,0
19.69,17.18,0
19.78,17.18,0
19.86,17.24,0
19.88,17.32,0
19.95,17.47,0
19.93,17.6,0
19.99,17.67,0
19.99,17.71,0
20.04,17.72,0
20.06,17.73,0
20.1,17.71,0
20.15,17.69,0
20.16,17.65,0
20.12,17.61,0
20.11,17.55,0
20.09,17.53,0
20.02,17.56,0
19.84,17.57,0
19.57,17.62,0
19.28,17.63,0
18.98,17.68,0
18.74,17.66,0
18.53,17.59,0
18.52,17.52,0
18.54,17.45,0
18.63,17.35,0
18.69,17.23,0
18.83,17.19,0
18.97,17.19,0
19.01,17.24,0
19.11,17.24,0
19.16,17.31,0
19.24,17.4,0
19.22,17.43,0
19.2,17.46,0
19.21,17.5,0
19.17,17.56,0
19.16,17.56,0
19.15,17.54,0
19.2,17.55,0
19.3,17.55,0
19.42,17.54,0
19.6,17.52,0
19.76,17.54,0
19.97,17.58,0
20.18,17.57,0
20.36,17.56,0
20.47,17.53,0
20.54,17.55,0
20.61,17.53,0
20.63,17.45,0
20.63,17.37,0
20.55,17.29,0
20.5,17.24,0
20.36,17.16,0
20.19,17.18,0
19.93,17.29,0
19.66,17.4,0
19.46,17.46,0
19.28,17.51,0
19.03,17.63,0
18.79,17.67,0
18.64,17.66,0
18.54,17.66,0
18.44,17.69,0
18.33,17.66,0
18.42,17.51,0
18.56,17.38,0
18.68,17.26,0
18.74,17.11,0
18.88,16.93,0
19.04,16.82,0
19.11,16.8,0
19.12,16.76,0
19.11,16.67,0
19.07,16.62,0
19.02,16.66,0
18.91,16.74,0
18.83,16.77,0
18.79,16.84,0
18.77,17.07,0
18.73,17.36,0
18.63,17.58,0
18.54,17.77,0
18.51,18,0
18.51,18.18,0
18.49,18.21,0
18.53,18.27,0
18.54,18.36,0
18.56,18.42,0
18.53,18.35,0
18.51,18.26,0
18.58,18.21,0
18.65,18.03,0
18.78,17.84,0
18.94,17.67,0
19.09,17.59,0
19.22,17.51,0
19.35,17.4,0
19.46,17.33,0
19.52,17.28,0
19.54,17.23,0
19.59,17.19,0
19.6,17.21,0
19.57,17.26,0
19.51,17.34,0
19.45,17.39,0
19.42,17.37,0
19.31,17.4,0
19.22,17.44,0
19.07,17.43,0
19.08,17.34,0
19.05,17.27,0
19.02,17.27,0
18.98,17.26,0
18.95,17.22,0
19.01,17.24,0
18.88,17.37,0
18.85,17.45,1
18.82,17.53,1
18.94,17.59,1
18.99,17.66,1
19.08,17.66,1
19.27,17.56,1
19.42,17.48,1
19.62,17.39,1
19.74,17.31,1
19.95,17.19,1
20.02,17.11,1
20.1,17.08,1
20.16,17.09,1
20.15,17.13,1
20.04,17.2,1
19.91,17.33,1
19.79,17.6,1
19.66,17.92,1
19.83,18.78,1
22.73,21.35,1
33.27,24.68,1
45.94,29.79,1
62.05,36.59,1
81.34,46.48,1
105.03,58.14,1
129.18,71.3,1
148.07,84.28,1
166.44,102.15,1
182.75,124.01,1
199.51,142.33,1
209.28,157.92,1
218.41,172.68,1
227.39,185.9,1
241.18,190.42,1
253.85,187.79,1
263.63,183.3,1
281.43,179.69,1
297.76,167.96,1
311.71,155.13,1
315.77,144.65,1
317.75,135.75,1
316.06,124.99,1
305.31,113.4,1
285.31,107.48,1
262.44,102.91,1
241.85,97.3,1
217.31,90.78,1
195.02,88.06,1
176.09,81.84,1
165.2,74.37,1
155.83,67.04,1
147.92,60.73,1
145.66,54.73,1
145.02,48.28,1
144.23,45.79,1
141.91,44.38,1
142.74,43.25,1
143.37,41.38,1
145.15,39.5,1
144.75,38.45,1
143.74,37.5,1
144.54,36.36,1
142.73,35.34,1
140.16,34.7,1
136.57,34.27,1
134.4,33.98,1
130.81,33.31,1
126.22,32.8,1
122.47,32.53,1
120.75,32.11,1
119.87,31.71,1
120.53,31.21,1
124.48,31.21,1
129.8,31.75,1
134.16,32.11,1
137.12,32.8,1
140.69,33.8,1
144.46,34.76,1
150.37,35.6,1
154.92,35.98,1
159.95,36.46,1
163.83,36.86,1
165.24,37.24,1
164.99,37.11,1
163.16,37.04,1
163.02,36.86,1
161.86,36.72,1
160.47,36.55,1
157.34,36.08,1
154.58,36.32,1
150.62,36.22,1
145.11,36.41,1
142.54,36.61,1
141.22,37.31,1
142.84,37.96,1
143.58,38.63,1
143.82,39.13,1
143.67,39.63,1
141.34,40.15,1
139.51,39.89,1
137.36,39.96,1
134.47,39.83,1
131.5,39.4,1
128.39,38.35,1
127.17,37.15,1
125.57,35.81,1
124.46,34.26,1
125.08,32.57,1
125.85,31.32,1
126.77,30.66,1
126.21,29.87,1
125.82,29.21,1
125.49,28.64,1
124.8,28.25,1
121.97,28.03,1
119.79,27.79,1
120.6,27.85,1
122.35,28.04,1
122.93,27.94,1
123.08,27.74,1
125.09,27.37,1
127.76,27.45,1
127.37,27.35,1
125.4,27.7,1
123.9,28.19,1
122.34,28.71,1
119.67,29.41,1
116.89,29.85,1
114.6,30.29,1
112.06,30.36,1
110.97,30.73,1
110.85,30.87,1
111.46,31.09,1
111.5,30.7,1
112.66,30.3,1
113.8,29.95,1
111.89,29.34,1
108.32,28.85,1
105.52,28.47,1
103.22,28.45,1
98.64,28.59,1
93.61,28.45,1
92.08,28.28,1
92.45,28.28,1
91.48,28.17,1
91.01,28.17,1
92.61,27.98,1
95.97,28.01,1
99.48,28.45,1
104.2,29.24,1
112.59,29.96,1
119.74,30.82,1
125.19,31.75,1
129.15,32.61,1
133.28,33.07,1
135.2,33.32,1
134.61,33.68,1
134.95,33.84,1
133.83,33.55,1
131.59,33.04,1
126.63,32.46,1
121.72,31.38,1
116.91,30.09,1
112.31,29.18,1
108.63,28.8,1
106.55,28.45,1
104.94,28.02,1
101.15,27.87,1
97.5,27.74,1
93.54,27.21,1
90.06,26.63,1
87.36,26.49,1
84.92,26.7,1
86.22,26.42,1
87.92,26.04,1
89.71,25.74,1
92.54,25.49,1
97.44,25.31,1
102.52,25.07,1
107.52,25.31,1
112.1,25.54,1
116.81,25.84,1
120.45,26.12,1
119.48,26.29,1
118.69,26.54,1
116.53,26.84,1
113.86,27.23,1
109.35,27.3,1
106.53,27.29,1
103.59,27.05,1
100.22,26.6,1
96.98,25.94,1
93.9,25.2,1
93.69,24.68,1
92.44,24.07,1
93.27,23.4,1
94.14,22.75,1
93.88,22.25,1
93.15,21.8,1
93.59,21.54,1
94.02,21.6,1
94.29,21.84,1
96.22,22.06,1
97.09,22.28,1
98.2,22.54,1
97.82,22.99,1
97.92,23.41,1
98.66,23.77,1
99.33,24.37,1
100.54,24.84,1
103.38,25.48,1
105.91,25.85,1
107.78,26.18,1
110.07,26.47,1
110.12,26.85,1
111.1,27.21,1
111.58,27.49,1
113.1,27.71,1
113.51,27.87,1
112.83,28.22,1
112.91,28.08,1
112.94,28.04,1
112.77,27.85,1
111.81,27.66,1
113.59,27.35,1
116.4,26.9,1
119.57,26.64,1
121.53,26.5,1
124.31,26.32,1
125.47,26.02,1
125.37,25.99,1
125.67,26.02,1
123.76,26.32,1
122.29,26.65,1
119.34,26.86,1
116.42,27.06,1
112.92,26.96,1
108.55,26.81,1
105.21,26.41,1
102.98,26.02,1
100.76,25.63,1
99.56,25.49,1
99.34,25.51,1
99.55,25.56,1
100.3,25.71,1
100.16,25.91,1
100.88,26.46,1
100.66,26.85,1
102.17,27.29,1
102.76,27.55,1
102.33,27.74,0
101.24,27.57,0
99.01,27.02,0
97.26,26.56,0
93.54,25.96,0
91.01,25.54,0
88.22,25.17,0
87.28,25.05,0
84.93,25.31,0
82.97,25.55,0
82.14,25.83,0
82.13,26.05,0
83.77,26.21,0
84.92,26.16,0
87.48,26.02,0
88.92,25.53,0
88.92,24.75,0
86.39,23.91,0
82.54,22.72,0
77.99,21.81,0
72.37,21.52,0
65.02,21.52,0
57.69,21.98,0
50.39,22.6,0
43.55,23.51,0
37.08,24.32,0
31.93,24.53,0
29.29,24.68,0
26.94,24.66,0
25.57,24.35,0
24.8,23.48,0
24.2,22.54,0
23.55,21.35,0
22.89,20.11,0
22.25,18.88,0
21.41,17.96,0
20.79,17.7,0
20.47,17.58,0
20.26,17.92,0
20,18.47,0
19.67,19.41,0
19.48,20.41,0
19.28,21.47,0
19.24,22.4,0
19.28,22.99,0
19.37,23.61,0
19.5,24.21,0
19.62,24.63,0
19.74,24.96,0
19.75,25.28,0
19.81,25.19,0
19.86,24.84,0
19.92,24.06,0
19.89,23.72,0
19.8,23.78,0
19.76,23.72,0
19.61,23.75,0
19.54,24.06,0
19.47,24.25,0
19.53,24.05,0
19.55,23.47,0
19.59,23.08,0
19.67,22.99,0
19.63,22.46,0
19.64,21.76,0
19.61,21.08,0
19.74,20.37,0
19.77,19.45,0
19.84,18.63,0
19.93,18.08,0
20.11,17.91,0
20.31,17.73,0
20.4,17.6,0
20.6,17.61,0
20.81,17.59,0
21.05,17.57,0
21.11,17.53,0
21.08,17.52,0
21.09,17.46,0
21.04,17.43,0
20.87,17.39,0
20.68,17.4,0
20.5,17.39,0
20.37,17.35,0
20.18,17.37,0
20,17.41,0
19.93,17.46,0
19.94,17.51,0
19.9,17.48,0
19.91,17.48,0
19.93,17.47,0
19.89,17.44,0
19.86,17.45,0
19.73,17.43,0
19.68,17.45,0
19.55,17.48,0
19.42,17.45,0
19.31,17.42,0
19.2,17.39,0
19.08,17.38,0
19.03,17.41,0
19.03,17.43,0
19.05,17.52,0
19.1,17.61,0
19.14,17.7,0
19.25,17.77,0
19.27,17.88,0
19.29,17.95,0
19.28,18.03,0
19.28,18.04,0
19.13,18.09,0
