101,101,101,100,1
101,101,101,100,1
101,100,101,100,1
101,101,100,100,1
101,101,101,100,1
101,100,101,100,1
101,100,101,100,1
101,100,101,100,1
101,100,101,100,1
101,100,101,100,1
101,100,101,100,1
101,101,101,100,1
101,100,101,99,1
101,100,101,100,1
101,100,101,100,1
101,100,101,100,1
101,101,101,100,1
101,100,100,100,1
101,100,101,100,1
101,101,101,100,1
101,100,101,100,1
101,101,101,100,1
101,100,100,100,1
101,101,102,100,1
101,100,101,99,1
101,100,101,100,1
101,101,101,100,1
101,100,101,100,1
101,100,101,100,1
101,101,101,100,1
101,100,101,100,1
101,101,101,100,1
101,101,101,100,1
101,101,101,101,1
101,100,101,100,1
101,100,101,99,1
101,100,100,100,1
101,103,103,100,1
101,100,102,100,1
101,100,91,100,1
101,100,100,99,1
101,101,96,99,1
101,100,97,99,1
101,100,98,98,1
101,104,100,102,1
101,101,101,99,1
100,99,105,102,1
100,99,107,101,1
101,100,97,93,1
102,99,99,100,1
102,99,99,101,1
101,99,97,99,1
103,99,115,99,1
101,100,97,100,1
101,99,104,101,1
100,100,100,99,1
101,100,101,100,1
101,105,109,101,1
100,101,94,99,1
101,100,112,101,1
101,101,96,99,1
100,102,99,99,1
100,100,95,102,1
100,100,96,100,1
101,100,108,100,1
99,99,89,99,1
101,100,106,100,1
101,100,97,100,1
101,100,101,99,1
101,101,102,100,1
101,99,100,101,1
101,98,93,97,1
99,99,95,99,1
102,100,98,100,1
101,100,101,99,1
101,101,99,100,1
102,100,107,104,1
101,99,112,100,1
102,100,107,100,1
102,101,101,99,1
101,101,106,99,1
101,101,95,99,1
101,100,94,99,1
101,101,116,100,1
101,100,104,100,1
102,99,100,103,1
101,102,102,99,1
100,99,98,100,1
101,100,89,100,1
101,100,104,99,1
101,100,100,100,1
101,100,99,104,1
101,99,92,100,1
101,101,89,100,1
101,100,98,100,1
101,99,102,100,1
101,100,100,101,1
101,99,102,101,1
101,99,102,100,1
101,100,95,99,1
100,100,100,103,1
101,100,102,102,1
102,100,99,101,1
100,101,102,99,1
101,100,100,99,1
101,100,97,99,1
102,99,103,101,1
101,100,105,98,1
102,101,93,101,1
100,100,103,99,1
101,101,107,100,1
101,100,101,99,1
102,100,103,100,1
101,100,102,100,1
100,101,100,102,1
101,100,102,101,1
101,100,99,102,1
101,101,104,99,1
101,99,100,100,1
101,101,99,99,1
101,101,112,99,1
101,101,102,100,1
101,100,105,99,1
101,99,101,99,1
101,101,116,100,1
101,100,103,100,1
101,102,102,99,1
101,99,96,98,1
101,99,102,101,1
101,106,92,100,1
101,100,100,99,1
100,100,102,100,1
101,101,101,99,1
101,100,105,100,1
100,100,101,99,1
101,101,99,100,1
101,101,102,98,1
101,101,100,99,1
101,100,101,100,1
101,101,102,99,1
101,100,104,98,1
101,100,97,101,1
101,101,95,99,1
101,101,107,99,1
101,100,101,102,1
101,99,101,99,1
101,102,107,101,1
101,100,103,99,1
101,99,92,101,1
101,100,101,99,1
102,100,102,100,1
101,100,99,100,1
101,99,98,99,1
101,99,97,100,1
101,100,104,101,1
101,101,97,100,1
102,100,99,100,1
101,100,103,99,1
101,100,101,100,1
101,102,103,101,1
101,100,100,101,1
101,101,85,101,1
101,101,105,101,1
101,100,100,100,1
101,102,99,100,1
101,99,83,99,1
101,100,101,100,1
102,101,102,99,1
101,101,99,100,1
101,99,104,98,1
101,99,97,101,1
101,100,102,99,1
100,101,94,101,1
101,100,97,101,1
100,101,100,100,1
