102,100,103,101,0
101,100,101,101,0
101,100,101,101,0
101,101,101,101,0
101,100,101,100,0
101,101,101,101,0
101,101,101,101,0
101,100,100,101,0
101,101,101,101,0
101,101,102,100,0
101,100,101,100,0
101,100,101,101,0
101,101,101,101,0
101,100,101,101,0
101,100,101,101,0
101,100,102,101,0
102,100,100,101,0
101,100,101,101,0
102,100,101,101,0
101,100,100,101,0
101,100,101,101,0
101,100,101,101,0
101,100,101,101,0
101,100,100,101,0
102,100,102,101,0
101,101,100,101,0
101,100,101,101,0
101,100,100,100,0
101,100,101,101,0
101,100,101,101,0
101,100,101,101,0
101,101,100,101,0
102,100,101,101,0
101,100,101,100,0
101,101,101,100,0
101,101,100,101,0
101,100,100,101,0
101,100,101,101,0
101,100,101,100,0
101,100,101,101,0
101,101,99,100,0
102,101,101,100,0
101,100,100,100,0
102,100,104,101,0
102,100,102,101,0
102,101,109,101,0
101,100,100,100,0
101,100,105,101,0
101,100,102,101,0
102,100,101,103,0
99,100,101,101,0
102,101,100,100,0
101,100,101,101,0
101,100,101,101,0
101,100,101,101,0
101,100,101,101,0
101,100,101,101,0
101,102,100,101,0
102,100,101,101,0
101,100,101,101,0
101,100,100,100,0
101,101,98,101,0
101,101,101,101,0
101,101,101,101,0
101,100,100,100,0
101,101,100,101,0
101,100,101,101,0
101,100,107,101,0
101,100,100,101,0
101,101,101,101,0
101,100,101,101,0
101,100,101,101,0
101,100,101,101,0
101,100,101,101,0
101,100,101,101,0
101,100,101,100,0
101,101,100,101,0
101,100,101,101,0
101,100,101,101,0
101,100,101,101,0
101,100,101,101,0
101,100,101,101,0
101,101,101,101,0
101,100,101,101,0
102,101,101,101,0
101,100,100,101,0
101,100,101,101,0
101,101,100,101,0
102,100,100,101,0
101,100,101,101,0
101,100,102,101,0
101,101,101,100,0
102,101,101,100,0
101,101,101,101,0
101,100,101,101,0
102,101,101,101,0
101,100,101,100,0
102,100,101,100,0
101,101,101,101,0
101,99,101,101,0
101,100,101,101,0
102,100,101,101,0
101,100,101,101,0
101,100,101,100,0
101,101,101,101,0
101,100,101,101,0
101,100,101,100,0
101,101,101,101,0
102,101,101,101,0
101,100,101,101,0
101,100,99,101,0
102,100,101,101,0
101,100,101,101,0
102,100,101,101,0
100,100,100,100,0
101,99,101,101,0
101,100,101,101,0
101,100,101,101,0
101,101,100,101,0
102,100,100,101,0
101,100,101,100,0
101,100,101,100,0
101,100,101,101,0
102,100,101,101,0
101,101,102,101,0
101,100,101,101,0
102,100,101,101,0
101,100,101,101,0
101,100,100,101,0
101,100,101,101,0
101,100,101,101,0
102,101,102,101,0
102,100,101,101,0
101,100,101,101,0
102,100,101,101,0
102,100,101,101,0
101,101,101,101,0
101,101,101,101,0
102,100,101,101,0
101,101,101,101,0
101,100,101,101,0
101,100,100,100,0
101,100,101,101,0
102,100,101,101,0
101,100,101,100,0
101,101,101,101,0
101,100,101,101,0
101,100,101,100,0
101,100,102,101,0
101,100,100,101,0
101,100,100,101,0
101,100,101,101,0
101,101,101,100,0
101,100,101,101,0
101,101,101,101,0
101,100,100,101,0
101,101,101,101,0
101,100,101,101,0
101,100,102,101,0
101,100,100,101,0
101,101,101,101,0
101,101,101,101,0
102,100,101,101,0
101,100,101,101,0
101,100,100,101,0
101,100,101,101,0
102,100,100,100,0
101,99,99,101,0
101,101,101,101,0
101,100,101,101,0
101,100,101,101,0
101,100,101,101,0
101,100,101,101,0
102,100,101,101,0
101,101,100,101,0
101,100,100,101,0
101,100,101,101,0
102,100,101,101,0
102,101,101,101,0
101,100,101,100,0
101,101,101,101,0
101,101,101,100,0
101,100,102,101,0
